Pick and Ban Order - LCS 2024 Spring,Pick and Ban Order - LCS 2024 Spring,Pick and Ban Order - LCS 2024 Spring,Pick and Ban Order - LCS 2024 Spring,Pick and Ban Order - LCS 2024 Spring,Pick and Ban Order - LCS 2024 Spring,Pick and Ban Order - LCS 2024 Spring,Pick and Ban Order - LCS 2024 Spring,Pick and Ban Order - LCS 2024 Spring,Pick and Ban Order - LCS 2024 Spring,Pick and Ban Order - LCS 2024 Spring,Pick and Ban Order - LCS 2024 Spring,Pick and Ban Order - LCS 2024 Spring,Pick and Ban Order - LCS 2024 Spring,Pick and Ban Order - LCS 2024 Spring,Pick and Ban Order - LCS 2024 Spring,Pick and Ban Order - LCS 2024 Spring,Pick and Ban Order - LCS 2024 Spring,Pick and Ban Order - LCS 2024 Spring,Pick and Ban Order - LCS 2024 Spring,Pick and Ban Order - LCS 2024 Spring,Pick and Ban Order - LCS 2024 Spring,Pick and Ban Order - LCS 2024 Spring,Pick and Ban Order - LCS 2024 Spring,Pick and Ban Order - LCS 2024 Spring,Pick and Ban Order - LCS 2024 Spring,Pick and Ban Order - LCS 2024 Spring,Pick and Ban Order - LCS 2024 Spring,Pick and Ban Order - LCS 2024 Spring,Pick and Ban Order - LCS 2024 Spring,Pick and Ban Order - LCS 2024 Spring,Pick and Ban Order - LCS 2024 Spring,Pick and Ban Order - LCS 2024 Spring,Pick and Ban Order - LCS 2024 Spring,Pick and Ban Order - LCS 2024 Spring,Region,Pick and Ban Order - LEC 2024 Spring,Pick and Ban Order - LEC 2024 Spring,Pick and Ban Order - LEC 2024 Spring,Pick and Ban Order - LEC 2024 Spring,Pick and Ban Order - LEC 2024 Spring,Pick and Ban Order - LEC 2024 Spring,Pick and Ban Order - LEC 2024 Spring,Pick and Ban Order - LEC 2024 Spring,Pick and Ban Order - LEC 2024 Spring,Pick and Ban Order - LEC 2024 Spring,Pick and Ban Order - LEC 2024 Spring,Pick and Ban Order - LEC 2024 Spring,Pick and Ban Order - LEC 2024 Spring,Pick and Ban Order - LEC 2024 Spring,Pick and Ban Order - LEC 2024 Spring,Pick and Ban Order - LEC 2024 Spring,Pick and Ban Order - LEC 2024 Spring,Pick and Ban Order - LEC 2024 Spring,Pick and Ban Order - LEC 2024 Spring,Pick and Ban Order - LEC 2024 Spring,Pick and Ban Order - LEC 2024 Spring,Pick and Ban Order - LEC 2024 Spring,Pick and Ban Order - LEC 2024 Spring,Pick and Ban Order - LEC 2024 Spring,Pick and Ban Order - LEC 2024 Spring,Pick and Ban Order - LEC 2024 Spring,Pick and Ban Order - LEC 2024 Spring,Pick and Ban Order - LEC 2024 Spring,Pick and Ban Order - LEC 2024 Spring,Pick and Ban Order - LEC 2024 Spring,Pick and Ban Order - LEC 2024 Spring,Pick and Ban Order - LEC 2024 Spring,Pick and Ban Order - LEC 2024 Spring,Pick and Ban Order - LEC 2024 Spring,Pick and Ban Order - LEC 2024 Spring,Pick and Ban Order - LCK 2024 Spring,Pick and Ban Order - LCK 2024 Spring,Pick and Ban Order - LCK 2024 Spring,Pick and Ban Order - LCK 2024 Spring,Pick and Ban Order - LCK 2024 Spring,Pick and Ban Order - LCK 2024 Spring,Pick and Ban Order - LCK 2024 Spring,Pick and Ban Order - LCK 2024 Spring,Pick and Ban Order - LCK 2024 Spring,Pick and Ban Order - LCK 2024 Spring,Pick and Ban Order - LCK 2024 Spring,Pick and Ban Order - LCK 2024 Spring,Pick and Ban Order - LCK 2024 Spring,Pick and Ban Order - LCK 2024 Spring,Pick and Ban Order - LCK 2024 Spring,Pick and Ban Order - LCK 2024 Spring,Pick and Ban Order - LCK 2024 Spring,Pick and Ban Order - LCK 2024 Spring,Pick and Ban Order - LCK 2024 Spring,Pick and Ban Order - LCK 2024 Spring,Pick and Ban Order - LCK 2024 Spring,Pick and Ban Order - LCK 2024 Spring,Pick and Ban Order - LCK 2024 Spring,Pick and Ban Order - LCK 2024 Spring,Pick and Ban Order - LCK 2024 Spring,Pick and Ban Order - LCK 2024 Spring,Pick and Ban Order - LCK 2024 Spring,Pick and Ban Order - LCK 2024 Spring,Pick and Ban Order - LCK 2024 Spring,Pick and Ban Order - LCK 2024 Spring,Pick and Ban Order - LCK 2024 Spring,Pick and Ban Order - LCK 2024 Spring,Pick and Ban Order - LCK 2024 Spring,Pick and Ban Order - LCK 2024 Spring,Pick and Ban Order - LCK 2024 Spring,Pick and Ban Order - LPL 2024 Spring,Pick and Ban Order - LPL 2024 Spring,Pick and Ban Order - LPL 2024 Spring,Pick and Ban Order - LPL 2024 Spring,Pick and Ban Order - LPL 2024 Spring,Pick and Ban Order - LPL 2024 Spring,Pick and Ban Order - LPL 2024 Spring,Pick and Ban Order - LPL 2024 Spring,Pick and Ban Order - LPL 2024 Spring,Pick and Ban Order - LPL 2024 Spring,Pick and Ban Order - LPL 2024 Spring,Pick and Ban Order - LPL 2024 Spring,Pick and Ban Order - LPL 2024 Spring,Pick and Ban Order - LPL 2024 Spring,Pick and Ban Order - LPL 2024 Spring,Pick and Ban Order - LPL 2024 Spring,Pick and Ban Order - LPL 2024 Spring,Pick and Ban Order - LPL 2024 Spring,Pick and Ban Order - LPL 2024 Spring,Pick and Ban Order - LPL 2024 Spring,Pick and Ban Order - LPL 2024 Spring,Pick and Ban Order - LPL 2024 Spring,Pick and Ban Order - LPL 2024 Spring,Pick and Ban Order - LPL 2024 Spring,Pick and Ban Order - LPL 2024 Spring,Pick and Ban Order - LPL 2024 Spring,Pick and Ban Order - LPL 2024 Spring,Pick and Ban Order - LPL 2024 Spring,Pick and Ban Order - LPL 2024 Spring,Pick and Ban Order - LPL 2024 Spring,Pick and Ban Order - LPL 2024 Spring,Pick and Ban Order - LPL 2024 Spring,Pick and Ban Order - LPL 2024 Spring,Pick and Ban Order - LPL 2024 Spring,Pick and Ban Order - LPL 2024 Spring
Week 6,NRG,Shopify Rebellion,0 - 1,2.0,14.5,Vi,Kalista,Volibear,Ivern,Karma,Ashe,Senna,"Nautilus, Taliyah","Wukong, Neeko",Varus,Jayce,Sion,Rumble,Ahri,Renekton,"Aatrox, Sejuani",Xin Zhao,Bot,Support,Mid,Top,Jungle,Support,Mid,Bot,Top,Jungle,SB,https://youtu.be/E9KzUKcYNhc?t=22,LCS 2024 Spring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Week 6,100 Thieves,Immortals,1 - 0,1.0,14.5,Ivern,Senna,Orianna,Renekton,Kalista,Varus,Vi,"Volibear, Taliyah","Ahri, Aatrox",Jax,Lucian,Nautilus,Smolder,Xayah,Rakan,"Kai'Sa, Rell",Zeri,Jungle,Mid,Top,Bot,Support,Jungle,Mid,Top,Support,Bot,SB,https://youtu.be/IPY1f37zRZ0,LCS 2024 Spring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Week 6,Team Liquid,FlyQuest,1 - 0,1.0,14.5,Orianna,Vi,Senna,Jax,Varus,Kalista,Nautilus,"Karma, Xin Zhao","Volibear, Smolder",Rakan,Tristana,Kai'Sa,Taliyah,Olaf,Sivir,"Aurelion Sol, Renekton",Jayce,Support,Jungle,Bot,Mid,Top,Mid,Jungle,Support,Bot,Top,SB,https://youtu.be/Pp6yCEgNW2U?t=31,LCS 2024 Spring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Week 6,Dignitas,Cloud9,0 - 1,2.0,14.5,Kalista,Varus,Senna,Smolder,Caitlyn,Vi,Karma,"Lucian, Nami","Milio, Sivir",Xin Zhao,Volibear,Orianna,Jax,Taliyah,Yone,"Renekton, Sejuani",Udyr,Mid,Support,Bot,Top,Jungle,Bot,Support,Jungle,Mid,Top,SB,https://youtu.be/napyUD46u2Q?t=1790,LCS 2024 Spring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Week 5,Team Liquid,Cloud9,0 - 1,2.0,14.4,Nidalee,Volibear,Varus,Kalista,Twisted Fate,Ziggs,Senna,"Nautilus, Azir","Tahm Kench, Taliyah",Smolder,Vi,Rumble,Renekton,Sejuani,Ivern,"Lee Sin, Jax",Jayce,Bot,Support,Mid,Jungle,Top,Support,Mid,Bot,Jungle,Top,SB,https://youtu.be/p4zuYV2ZEYw?t=38,LCS 2024 Spring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Week 5,Dignitas,Shopify Rebellion,1 - 0,1.0,14.4,Renekton,Azir,Twisted Fate,Kalista,Senna,Varus,Smolder,"Lucian, Volibear","Nautilus, Taliyah",Nami,Vi,Orianna,Poppy,Udyr,Hwei,"Gnar, Sejuani",Jayce,Bot,Support,Mid,Top,Jungle,Bot,Jungle,Support,Mid,Top,SB,https://youtu.be/l1BuoCcX1gs?t=16,LCS 2024 Spring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Week 5,FlyQuest,100 Thieves,1 - 0,1.0,14.4,Taliyah,Twisted Fate,Vi,Senna,Varus,Kalista,Ashe,"Karma, Nautilus","Ezreal, Orianna",Kai'Sa,Nocturne,Volibear,Jayce,Xin Zhao,Renekton,"Olaf, Sejuani",Trundle,Support,Bot,Mid,Top,Jungle,Mid,Support,Bot,Top,Jungle,SB,https://youtu.be/CAdAhbnU7ZQ?t=41,LCS 2024 Spring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Week 5,Immortals,NRG,0 - 1,2.0,14.4,Twisted Fate,Orianna,Jayce,Ivern,Senna,Hwei,Volibear,"Nautilus, Taliyah","Kalista, Azir",Varus,Renata Glasc,Vi,Ashe,Rumble,Poppy,"Renekton, Thresh",Vayne,Jungle,Bot,Mid,Top,Support,Support,Mid,Bot,Jungle,Top,SB,https://youtu.be/cS2VUelzaYc?t=1798,LCS 2024 Spring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Week 5,100 Thieves,Dignitas,1 - 0,1.0,14.4,Ivern,Twisted Fate,Ashe,Varus,Kalista,Vi,Senna,"Nautilus, Taliyah","Tahm Kench, Renekton",Smolder,Azir,Volibear,Orianna,Jayce,K'Sante,"Hwei, Trundle",Lee Sin,Bot,Support,Top,Mid,Jungle,Support,Mid,Bot,Top,Jungle,SB,https://youtu.be/dVVFaaWzKXw?t=30,LCS 2024 Spring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Week 5,NRG,Team Liquid,1 - 0,1.0,14.4,Kalista,Ivern,Ashe,Orianna,Twisted Fate,Taliyah,Senna,"Azir, Seraphine","Nautilus, Aatrox",Rell,Hwei,Jax,Akali,Renekton,K'Sante,"Volibear, Ahri",Poppy,Bot,Support,Top,Jungle,Mid,Mid,Bot,Support,Top,Jungle,SB,https://youtu.be/CrKC9ssjuS4?t=36,LCS 2024 Spring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Week 5,Cloud9,FlyQuest,1 - 0,1.0,14.4,Orianna,Twisted Fate,Volibear,Ahri,Kalista,Akali,Nautilus,"Varus, Karma","Senna, Azir",Ashe,Lee Sin,Xin Zhao,Jarvan IV,Jayce,Maokai,"Nidalee, Renekton",Aatrox,Support,Bot,Mid,Jungle,Top,Bot,Mid,Support,Jungle,Top,SB,https://youtu.be/XplE5kpD6tw?t=63,LCS 2024 Spring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Week 5,Shopify Rebellion,Immortals,1 - 0,1.0,14.4,Orianna,Varus,Kalista,Taliyah,Jayce,Twisted Fate,Senna,"Volibear, Azir","Ivern, Nautilus",Smolder,Renekton,Leona,Udyr,Braum,Maokai,"Hwei, Aatrox",Gnar,Bot,Jungle,Support,Mid,Top,Jungle,Mid,Bot,Support,Top,SB,https://youtu.be/pfptUL7qTnQ?t=1889,LCS 2024 Spring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Week 4,FlyQuest,Immortals,1 - 0,1.0,14.3,Ivern,Karma,Varus,Orianna,Senna,Olaf,Kalista,"Maokai, Vi","Renata Glasc, Azir",Taliyah,Darius,Aatrox,Sejuani,Gnar,Twisted Fate,"Udyr, Viego",K'Sante,Bot,Support,Mid,Top,Jungle,Support,Jungle,Mid,Bot,Top,SB,https://youtu.be/ZnadajgvjZQ?t=20,LCS 2024 Spring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Week 4,Team Liquid,Shopify Rebellion,1 - 0,1.0,14.3,Varus,Kalista,Wukong,Ziggs,Sion,Udyr,Rumble,"Orianna, Vi","Aurelion Sol, Xin Zhao",Aatrox,Ashe,Zeri,Tahm Kench,Ezreal,Xayah,"Senna, Nautilus",Rakan,Top,Mid,Jungle,Bot,Support,Mid,Jungle,Top,Bot,Support,SB,https://youtu.be/T4IFGC8KQmc?t=19,LCS 2024 Spring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Week 4,Dignitas,NRG,1 - 0,1.0,14.3,Senna,Vi,Kalista,Karma,Varus,Rakan,Ivern,"Orianna, Smolder","Tristana, Nautilus",Nocturne,Udyr,Rell,Kai'Sa,Malphite,Leona,"Xayah, K'Sante",Zac,Jungle,Mid,Support,Bot,Top,Mid,Bot,Jungle,Support,Top,SB,https://youtu.be/Beeyye-XSPY?t=17,LCS 2024 Spring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
